item_id;published;content;channel;content_type;link;category;campaign;assigned_tags;likes;comments;shares;reach 
54502344|899151548546244608;20.08.2017 06:10;"Segway to Heaven?
Learn & imagine how you'd commute in the 22nd century:
https://t.co/bVDHBfl8iw  
Join… https://t.co/RbzV4vMIHG";TWITTER;NULL;https://t.co/bVDHBfl8iw;other;NULL;other, Me Convention;201;4;38;44523
54502344|899120115756793857;20.08.2017 04:05;"Escape with your loved ones this Sunday!
?? @NaroPhotos #MBPhotopass @MBUSA https://t.co/mIyUVbgghu";TWITTER;photo;https://t.co/mIyUVbgghu;GLA suv;NULL;GLA suv;602;8;88;57250
25749975|1528985146761913416;03.06.2017 11:27;"King of the road. âï¸ Photo shot by @guywithacamera415.
_____________________
Mercedes-Benz G 500 4x4Â² | Fuel consumption combined: 13.8 l/100 km | CO2 emissions combined: 323 g/km
.
#MercedesBenz #GClass #Starâ­ï¸ #g5004x4Â² #automotivedesign #kingoftheroad #blackcars #centerpieces #mbfanphoto #mbcar";INSTAGRAM;image;https://www.instagram.com/p/BU4C-Pbl6RI/;g-class 4x4²;NULL;g-class 4x4², #mbfanphoto;205729;585;n/a;2374239
54502344|899074822029930496;20.08.2017 01:05;"""Every silver lining's got a touch of grey.""
?? Thomas Rauhut #MBsocialcar #SundayReflections https://t.co/0D01PigHcK";TWITTER;photo;https://t.co/0D01PigHcK;e-class all-terrain;#MBsocialcar;e-class all-terrain;550;7;89;55916
25749975|1529047022073867305;03.06.2017 13:30;"So fresh, so clean, so ready for the open road â the Mercedes-Benz CLA CoupÃ©.

Photo via @mbkundencenter

#MercedesBenz #Mercedes #Benz #TheBestOrNothing #CLA #Coupe";INSTAGRAM;image;https://www.instagram.com/p/BU4RCpTlOwp/;CLA coupé;NULL;CLA coupé;153691;266;n/a;1956641
54502344|899027006012014592;19.08.2017 21:55;"The center of attention wherever you park!
?? @GS_Gijs #MBsocialcar #Milano https://t.co/PyYwipGJb9";TWITTER;photo;https://t.co/PyYwipGJb9;GLC coupé;#MBsocialcar;GLC coupé;619;3;134;54035
25749975|1529195124424680939;03.06.2017 18:24;"A beast of a car ready for everything a production day can throw at it. 
Photo and car by @theblackdrone 
#gclass #g theblackdrone #thebestornothing #mercedesbenz #setlife #filmproduction #ðªð¼ #ð¬ #â¤ï¸";INSTAGRAM;image;https://www.instagram.com/p/BU4yt0Xl6Xr/;g-class suv;NULL;g-class suv;99351;125;n/a;1637825
54502344|898994256374845442;19.08.2017 19:45;"Step up, Start up, Accelerate – No Limits @meConvention.

Find out what's in store to stimulate your brain today!… https://t.co/ig40yyK7eL";TWITTER;NULL;https://t.co/ig40yyK7eL;other;NULL;other, Me Convention;245;6;43;46110
54502344|898980439616040961;19.08.2017 18:50;"Double trouble! ??
?? @Raz_AMG #MBPhotopass @MBUSA https://t.co/ULu0TyzyCE";TWITTER;photo;https://t.co/ULu0TyzyCE;passenger-cars;NULL;passenger-cars, GLC suv, GLE suv;702;6;144;51203
54502344|898954035994165248;19.08.2017 17:05;"Color blocking is the way to go!
?? Christopher Busch #MBsocialcar #Miami https://t.co/7Mf37ZZPzB";TWITTER;photo;https://t.co/7Mf37ZZPzB;GLC suv;#MBsocialcar;GLC suv;391;4;61;51722
6604386669|10155386108096670;03.06.2017 18:30;"So fresh, so clean, so ready for the open road – the Mercedes-Benz CLA Coupé.

Photos via Mercedes-Benz Kundencenter Rastatt

Experience more CLA: http://mb4.me/CLA_f";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155386108096670;CLA coupé;NULL;CLA coupé;25327;262;768;1138417
5383634|s6304664131249283072;19.08.2017 15:24;"The Vision Mercedes-Maybach 6 Cabriolet defines the ultimate in luxury of the future. The glamorous cabriolet reinterprets classic, emotional design principles in an extravagant way and represents a perfect embodiment of the design philosophy of Sensual Purity.

“The Vision Mercedes-Maybach 6 Cabriolet takes modern luxury into the realms of the ultimate in luxury, and is the perfect embodiment of our design strategy. Breathtaking proportions combined with a luxurious haute couture interior help to create the ultimate experience,” explains Gorden Wagener, Chief Design Officer of Daimler AG: http://mb4.me/MB_vision";LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6304664131236691968;mercedes-benz;Pebble Beach 2017;mercedes-maybach, mercedes-benz;167;4;25;22716
54502344|898921273878884352;19.08.2017 14:55;"Why do people buy a Mercedes-Benz? Number 1 reason: design. Our Chief Design Officer, Gordon Wagener explains why!

https://t.co/PaM2ksN4Vv";TWITTER;NULL;https://t.co/PaM2ksN4Vv;mercedes-benz;NULL;mercedes-benz;215;6;43;42394
25749975|1529301135944630711;03.06.2017 21:55;"Road-trippin' in a @MercedesAMG GT C Roadster, you'll never look back.

Picture by @jonathanglynnsmith 
#MercedesAMG #Mercedes #AMG #DrivingPerformance
[Fuel consumption combined: 11.4 l/100 km; combined COâ emissions: 259 g/km.]";INSTAGRAM;image;https://www.instagram.com/p/BU5K0fSlMG3/;amg-gt roadster;NULL;AMG, amg-gt roadster;173917;212;n/a;2128840
6604386669|10155389416851670;04.06.2017 01:00;"Probably the greatest thing on earth: cruising the streets of Miami in the stunning Mercedes-AMG GT C Roadster.

[Fuel consumption combined: 11.4 l/100km | CO2 emissions: 259g/km | http://benz.me/efficiency_statement]";FACEBOOK;video;https://facebook.com/6604386669/posts/10155389416851670;amg-gt roadster;NULL;AMG, amg-gt roadster;16680;207;1228;1096945
54502344|898877320521555968;19.08.2017 12:00;Here are some impressions of #MBclassics at our gathering in Pebble Beach, California! https://t.co/PCfniMWtZR;TWITTER;photo;https://t.co/PCfniMWtZR;classic;Pebble Beach 2017;classic;751;6;197;66332
54502344|898863424234553344;19.08.2017 11:05;"Cool, calm and collected!
?? @benbrinker #MBPhotopass @MBUSA https://t.co/Bq7VBTAee8";TWITTER;photo;https://t.co/Bq7VBTAee8;CLS coupé;NULL;CLS coupé;682;7;141;52961
25749975|1529424374847089658;04.06.2017 02:00;Mercedes SLR McLaren Stirling Moss! #MBFanPhoto by @robin_k94 #luxury #lifestyle #mercedes #slr #mercedesbenz #dreamcar #cartastic #duesseldorf #mbcar;INSTAGRAM;image;https://www.instagram.com/p/BU5m12dlav6/;SLR;NULL;SLR;199682;456;n/a;2354282
54502344|898830669132025856;19.08.2017 08:55;"We're giving an exclusive access to the @MB_Museum in 360°! Grab your smartphone and enjoy the ride!

https://t.co/BcGBCMHTAZ";TWITTER;NULL;https://t.co/BcGBCMHTAZ;museum;NULL;museum, 360°;84;3;12;32355
54502344|898824163925704704;19.08.2017 08:29;#MercedesBenz & #SXSW join forces in Frankfurt for me Convention. Cancel your plans and #createthenew https://t.co/ts6zJobcsf;TWITTER;NULL;https://t.co/ts6zJobcsf;other;NULL;other, Me Convention;150;27;42;92187
25749975|1529610285794949921;04.06.2017 08:09;"I CAN do it. I can. ð¾ Photo via @simba___pom.
_______________________
#MercedesBenz #Starâ­ï¸ #pomeraniansofinstagram #automotivedesign #mbfanpoto #ð¾ #dogsð¶ #mbcar #helloweekend #supercarpups #supercarpupsrecruits";INSTAGRAM;image;https://www.instagram.com/p/BU6RHNhl3sh/;passenger-cars;NULL;passenger-cars;118981;262;n/a;1867762
6604386669|10155389585746670;04.06.2017 09:30;"Ride into the sunset, with the Mercedes-AMG G 63.

#MBPhotoPass: David Alvarado via Mercedes-Benz USA

[Fuel consumption combined: 13.8 l/100km | CO2 emissions: 322 g/km |  http://benz.me/efficiency-statement]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155389585746670;g-class suv;NULL;AMG, g-class suv;15758;148;365;1046652
25749975|1529750346238686353;04.06.2017 12:47;"It's all in the details. â­ï¸ Photo shot by @anejferko.
______________________
Mercedes-AMG CLA 45 Shooting Brake - Fuel consumption combined: 7,3-6,9 l/100 km | combined CO2 emissions: 171-162 g/km
.
#MercedesBenz #MercedesAMG #AMGð¥ #AMGCLA45 #automotivedesign #CLA #ShootingBrake #interiordesign #roadtripping #mbfanphoto";INSTAGRAM;image;https://www.instagram.com/p/BU6w9W-lnSR/;CLA shooting brake;NULL;AMG, CLA shooting brake, #mbfanphoto;193388;265;n/a;2260644
25749975|1529771846928778771;04.06.2017 13:30;"More fun per minute, in the Mercedes-AMG GT C.

Photo via @mbkundencenter

#MercedesAMG #Mercedes #AMG #DrivingPerformance [Fuel consumption combined: 11.4 l/100 km; combined COâ emissions: 259 g/km.]";INSTAGRAM;image;https://www.instagram.com/p/BU612PDlUYT/;amg-gt coupé;NULL;AMG, amg-gt coupé;119958;101;n/a;1756162
6604386669|10155386130601670;04.06.2017 16:00;"Confident performance. You can be seen anywhere with a Mercedes-Benz 280 CE – it's timeless!

Read our guest article ""Uncle Benz"" right here: http://mb4.me/UncleBenz_f";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155386130601670;lifestyle;NULL;classic, lifestyle;9695;124;288;968207
54502344|898733813588606976;19.08.2017 02:30;Unveiled in Pebble Beach, California, the Vision Mercedes-Maybach 6 Cabriolet redefines future & luxury. https://t.co/ICk9WxKWII;TWITTER;photo;https://t.co/ICk9WxKWII;mercedes-benz;Pebble Beach 2017;mercedes-maybach, mercedes-benz;2457;62;956;188229
25749975|1529862321757063974;04.06.2017 16:30;"Nothing beats good preparation.
.
#MercedesBenz #Mercedes #MBcars #MercedesAMG #AMGGT3 #24hAMG #greenhell #thering #ðð¨ #ð #ð";INSTAGRAM;image;https://www.instagram.com/p/BU7Ka0TlYsm/;customer sports;NULL;AMG, customer sports;106418;139;n/a;1703486
54502344|898712430364282881;19.08.2017 01:05;"There's only one way to unleash its true power: Drive it!
?? @TrentBonaPhoto #MBPhotopass #NYC @MBUSA https://t.co/QBkaMPYSi4";TWITTER;photo;https://t.co/QBkaMPYSi4;GLC coupé;NULL;GLC coupé;482;7;58;42080
mercedesbenztv|4MNJdnQLvBw;19.08.2017 00:00;"Vision Mercedes-Maybach 6 Cabriolet: Revelation of luxury – Trailer.
The Vision Mercedes-Maybach 6 Cabriolet is a car with sensual, emotionally appealing design and innovative technical concept solutions, which defines the ultimate luxury of the future. At the same time the two-seater model pays homage to the glorious “automotive haute couture” of hand-finished, exclusive cabriolets. Read more about the revelation of luxury: http://mb4.me/Vision-Mercedes-Maybach-6-Cabriolet.

Subscribe to Mercedes-Benz on YouTube: http://www.youtube.com/subscription_center?add_user=MercedesBenzTV.

Experience the world of Mercedes-Benz: 
http://benz.me/international/.";YOUTUBE;video;https://www.youtube.com/watch?v=4MNJdnQLvBw;mercedes-benz;Pebble Beach 2017;mercedes-maybach, mercedes-benz;7543;641;n/a;1108062
mercedesbenztv|fyydIYJkFhc;19.08.2017 00:00;"Welcome to me Convention.
We dare to change the future! That’s why Mercedes-Benz joined forces with SXSW. Everybody, who is interested, should cancel their plans and come to the me Convention in Frankfurt to #createthenew. More information: http://mb4.me/me-convention. The me Convention takes place at Festhalle Frankfurt (Main) between September 15th–17th, 2017. 

Subscribe to Mercedes-Benz on YouTube:
http://www.youtube.com/subscription_center?add_user=MercedesBenzTV

Experience the world of Mercedes-Benz:
http://benz.me/international/";YOUTUBE;video;https://www.youtube.com/watch?v=fyydIYJkFhc;other;NULL;other, Me Convention;93;8;n/a;110507
25749975|1530025934887302147;04.06.2017 21:55;"Your favorite companion in the dark â  the Mercedes-AMG GT C Roadster.

Picture by @jonathanglynnsmith 
#MercedesAMG #Mercedes #AMG #DrivingPerformance
[Fuel consumption combined: 11.4 l/100 km; combined COâ emissions: 259 g/km.]";INSTAGRAM;image;https://www.instagram.com/p/BU7vns6F7QD/;amg-gt roadster;NULL;AMG, amg-gt roadster;220428;432;n/a;2480064
6604386669|10155389792171670;05.06.2017 01:00;"All cats are grey by night? The Mercedes-AMG GT C Roadster begs to differ!

Experience the GT Roadsters: http://benz.me/AMGGTRoadster_fb

[Fuel consumption combined: 11.4 l/100 km; combined CO₂ emissions: 259 g/km.]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155389792171670;amg-gt roadster;NULL;AMG, amg-gt roadster;19340;136;469;947827
54502344|898643209752129536;18.08.2017 20:30;"""O Canada"" with the #GLS!

?? @alenpalander #MBvideocar
https://t.co/XcsZjP8pe3";TWITTER;NULL;https://t.co/XcsZjP8pe3;GLS;#MBvideocar;GLS;68;0;11;28675
5383634|s6304368898116591616;18.08.2017 19:51;Lots of enhancements for C-Class and GLC: New special models and connectivity offers - The Mercedes-Benz C-Class, GLC and GLC Coupé are benefiting from numerous enhancements, such as the Smartphone Integration available for Audio 20 USB and Audio 20. Compatible smartphones with the appropriate operating system can be integrated into the vehicle via Apple CarPlay™ and Android Auto and operated via voice control. The new offerings also include special sport models for the C-Class Saloon, Estate, Coupé and Cabriolet.;LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6304368898015920128;c-class coupé;NULL;c-class coupé;134;2;12;21823
54502344|898622798586761216;18.08.2017 19:09;With “Concept EQ” Mercedes-Benz shows how electric cars can soon move into the fast lane: A sporty SUV coupé.… https://t.co/vfiLPGPtMc;TWITTER;NULL;https://t.co/vfiLPGPtMc;innovation;Concept EQ;innovation, EQ;700;16;230;76915
25749975|1530149126989549521;05.06.2017 02:00;Engine compartment will cool down quicker with hood open, and it is a nice Shot, isnÂ´t it? Photo by @usamgacademy #mbcar #car #cars #cartastic #instacar #dreamcars #mercedes #mercedesamg #performance #lifestyle #luxury #usa;INSTAGRAM;image;https://www.instagram.com/p/BU8LoYflg_R/;passenger-cars;NULL;passenger-cars, AMG;280960;652;n/a;2878432
54502344|898590359554543617;18.08.2017 17:00;"Our design philosophy, ""Sensual Purity"" is redefining your feed. Keep yourself posted! https://t.co/goxTTXkkyk

??… https://t.co/jznJ7ZBeMm";TWITTER;NULL;https://t.co/goxTTXkkyk;passenger-cars;NULL;passenger-cars;558;7;102;51723
25749975|1530323230115804110;05.06.2017 07:46;"Life begins where the road ends. â­ï¸ Photo shot by @seancraig_nz.
_______________________
#MercedesBenz #Starâ­ï¸ #GClass #Vintagecars #mbfanphoto #automotivedesign #helloweekend #mondayvibes #offroading #newzealandð³ð¿";INSTAGRAM;image;https://www.instagram.com/p/BU8zN6qlLPO/;g-class suv;NULL;g-class suv;109795;162;n/a;1773815
54502344|898571480203657216;18.08.2017 15:45;"It's the weekend! 
??  Jesse Ashton Rhodus #MBPhotoPass #WeekendVibes @MBUSA
[Csn 13.8l/100km|CO2 322g/km] https://t.co/P2KPB4OTZN";TWITTER;photo;https://t.co/P2KPB4OTZN;g-class suv;NULL;AMG, g-class suv;285;0;51;39340
6604386669|10155389483061670;05.06.2017 09:00;"Great managers lead with their actions...making unexpected appearances to leave a lasting impression. Appear where you are not expected – introducing the Mercedes-AMG E 63 S 4MATIC+.

More: http://mb4.me/EClass_f 

[Fuel consumption combined: 9.1-8.8 l/100km | CO2 emissions: 207-199 g/km | http://mb4.me/efficiency_statement]";FACEBOOK;video;https://facebook.com/6604386669/posts/10155389483061670;e-class sedan;E63 Campaign;AMG, e-class sedan;5898;44;282;685394
25749975|1530453430069743413;05.06.2017 12:04;"Lean back. ð Photo via @mboakville.
______________________
Mercedes-AMG S 63 Cabriolet - Fuel consumption combined: 12.0 - 10.4 l/100 km | CO2 emission combined: 272 - 244 g/km
.
#MercedesBenz #MercedesAMG #AMGð¥ #SClass #Cabriolet #AMGS63 #automotivedesign #mbfanphoto #interiordesign #mondayvibes #mbcar";INSTAGRAM;image;https://www.instagram.com/p/BU9Q0k0lc81/;s-class cabrio;NULL;AMG, s-class cabrio, #mbfanphoto;196110;399;n/a;2336614
25749975|1530496531224209912;05.06.2017 13:30;"Irresistible. Force.
Mercedes-Benz SL.

Photo by @mr.chris_kremer for #MBsocialcar

#MercedesBenz #Mercedes #Benz #TheBestOrNothing #OpenTop";INSTAGRAM;image;https://www.instagram.com/p/BU9anx5lin4/;SL;#MBsocialcar;SL;196294;373;n/a;2230986
25749975|1530587097731584255;05.06.2017 16:30;"Rollin' rollin' rollin'.
.
#MercedesBenz #Mercedes #MBcars #MercedesAMG #AMGGT3 #24hAMG #greenhell #thering #ðð¨ #ð #ð";INSTAGRAM;image;https://www.instagram.com/p/BU9vNsiFlD_/;customer sports;NULL;AMG, customer sports;98514;121;n/a;1615705
6604386669|10155389644491670;05.06.2017 17:30;"Spacious and agile, efficient and safe - the Mercedes-Benz Citan is a true allrounder!

Read more: http://mb4.me/Citan_f";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155389644491670;Citan;NULL;Citan;6948;200;163;967323
25749975|1530750578556422232;05.06.2017 21:55;"Let things drift.
Mercedes-Benz E-Class CoupÃ©.

Photo: @theautofocus for #MBsocialcar

#MercedesBenz #Mercedes #Benz #EClass #Coupe #TheBestOrNothing";INSTAGRAM;image;https://www.instagram.com/p/BU-UYp6lEhY/;e-class coupé;#MBsocialcar;e-class coupé;176257;281;n/a;2196439
6604386669|10155393303756670;06.06.2017 01:00;Digital Life Day 2017 was all about finding ideas and nurture them. 1,000 Daimler employees met in a festival-like atmosphere to discuss new financing models, transformation, collaboration and everything digital.;FACEBOOK;photo;https://facebook.com/6604386669/posts/10155393303756670;Corporate;NULL;Corporate;12463;70;354;1065306
25749975|1530874309148691587;06.06.2017 02:01;Magic and wonderful land meets a nice Mercedes-Benz! Egypt! Photo by @amirsgarage #mercedesbenz #mbclassic #mercedes #cartastic #luxury #lifestyle #worldwide #egypt;INSTAGRAM;image;https://www.instagram.com/p/BU-whLAlEyD/;classic;NULL;classic;117818;280;n/a;1857089
25749975|1531040726422847746;06.06.2017 07:31;"Always ready to go. ð Photo shot by @guywithacamera415. 
_________________________
Mercedes-Benz G 500 4x4Â² | Fuel consumption combined: 13.8 l/100 km | CO2 emissions combined: 323 g/km
.
#MercedesBenz #GClass #4x4squared #Starâ­ï¸ #automotivedesign #mbfanphoto #â£ï¸ #offroading #offroadfamily #mbcar";INSTAGRAM;image;https://www.instagram.com/p/BU_WW3LFwEC/;g-class 4x4²;NULL;g-class 4x4², #mbfanphoto;224702;513;n/a;2560251
6604386669|10155406596556670;06.06.2017 08:24;"Amy Shore's photography is about stories, not objects. That's why Shore prefers to work with cars that have a decent amount of history themselves: vintage cars.

Experience the whole story: http://mb4.me/amy_shore";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155406596556670;She’s Mercedes;NULL;classic, She’s Mercedes;3580;15;64;529207
25749975|1531202782618736909;06.06.2017 12:53;Great managers lead with their actionsâ¦ making unexpected appearances to leave a lasting impression. Appear where you are not expected â introducing the Mercedes-AMG E 63 S 4MATIC+. #MercedesAMG #Mercedes #AMG #E63 #DrivingPerformance #CarsofInstagram #InstaCar [Fuel consumption combined: 9.1-8.8 l/100km | CO2 emissions: 207-199 g/km];INSTAGRAM;video;https://www.instagram.com/p/BU_7NFxFFkN/;e-class sedan;E63 Campaign;AMG, e-class sedan;70262;242;n/a;1642482
6604386669|10155407380246670;06.06.2017 14:20;"Le soleil est énergie, le soleil est la vie.
Surtout en alliance avec la solution de stockage d’énergie haute technologie de Mercedes-Benz.
Nous étions présents au salon Intersolar Europe, le plus grand salon européen d’énergies renouvelables et photovoltaïques. Sur notre stand, nous étions fiers de vous présenter la nouvelle génération de systèmes de stockage résidentiels. Apprenez-en plus sur: http://mb4.me/MBE_";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155407380246670;other;NULL;other;7;0;0;4946
25749975|1531313772501106570;06.06.2017 16:34;"The sun is out, cars a clean, let's go for a little ride.
.
#MercedesBenz #Mercedes #MBcars #c63 #SLS #blackseries #24hAMG #greenhell #thering #ðð¨ #ð #ð";INSTAGRAM;image;https://www.instagram.com/p/BVAUcNJl3-K/;SLS AMG;NULL;SLS AMG, AMG;197604;344;n/a;2190894
6604386669|10155407467596670;06.06.2017 17:30;"Enjoy impressions from #RoadtoBillund, where Craig Callum (Design Manager LEGO SpeedChampions) showed where the #LEGOSpeedChampions Mercedes-AMG GT 3 came to life. 

Get your own LEGO AMG GT 3 here: http://Lego.build/roadtrip 

[Mercedes-AMG GT: Fuel consumption combined: 9.6–9.3.1 l/100 km; combined CO₂ emissions: 224-216 g/km.]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155407467596670;amg-gt coupé;LEGO Speedchampions;AMG, brand cooperation, amg-gt coupé;21708;620;807;4453565
25749975|1531475477927305935;06.06.2017 21:55;"Pretty fly: the Mercedes-Benz E 400 CoupÃ©.

Photo: @gs_gijs for #MBsocialcar

#MercedesBenz #Mercedes #Benz #EClass #Coupe #TheBestOrNothing
[Fuel consumption combined: 8.4â8.1 l/100 km | Combined CO2 emissions: 189â183 g/km]";INSTAGRAM;image;https://www.instagram.com/p/BVA5NVEFCLP/;e-class coupé;#MBsocialcar;e-class coupé;163014;295;n/a;2115371
6604386669|10155389704966670;07.06.2017 01:00;"The geeks will inherit the earth.
Mercedes-Benz Inspiration Talks with Guy Kawasaki: Episode 3. #createthenew

In September 2017, the first edition of the me Convention will be held in Frankfurt am Main, Germany. Shape the future with us!
Get to know everything about it: http://mb4.me/me-convention";FACEBOOK;video;https://facebook.com/6604386669/posts/10155389704966670;other;NULL;other, Guy Kawasaki, Me Convention;1664;8;54;321321
25749975|1531598757447588912;07.06.2017 02:00;"The front seats of our Concept S-Class CoupÃ©! 
Photo via @gorden.wagener

#MercedesBenz #Mercedes #Benz #MBdesign #Design #conceptcar #sclasscoupe #MBCar #Interior #Inside #Luxury #MBHotandCool #designessentials";INSTAGRAM;image;https://www.instagram.com/p/BVBVPSEF9ww/;s-class coupé;NULL;s-class coupé;204466;511;n/a;2425830
25749975|1531774669811975166;07.06.2017 07:49;"Always be striking. ð Photo shot by @wavywinston.
________________________
Mercedes-AMG C 63 S - Fuel consumption 8.4 - 8.2 l/100 km | CO2 emission combined 195 - 192 g/km
.
#MercedesBenz #MercedesAMG #AMGð¥ #Starâ­ï¸ #AMGC63S #CClass #DrivingPerformance #mbfanphoto #colorblock #automotivedesign #mbcar";INSTAGRAM;image;https://www.instagram.com/p/BVB9PJOFYP-/;passenger-cars;NULL;passenger-cars, AMG, #mbfanphoto;189682;264;n/a;2149741
6604386669|10155409912686670;07.06.2017 08:30;"Mercedes-Benz increased its unit sales by a double-digit rate once again in May, selling 193,741 vehicles worldwide. 
Thanks to growth of 14.3%, a total of 934,965 cars with the three-pointed star were delivered to customers all over the world since the beginning of the year.

Thank you!";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155409912686670;c-class cabrio;NULL;c-class cabrio;7722;62;164;605372
6604386669|10155410326356670;07.06.2017 12:14;"„Für die Besten Ihres Fachs.“ – unter dem Motto zeichnete Marcus Brunner, Vertriebs- und Marketing Chef bei Mercedes-Benz Energy, Deutschlands besten Installateur auf der Münchner Messe „ees Europe & Intersolar“ aus. 
Zeitgleich stellte er das neugeschaffene Netzwerk für Installateure „Mercedes-Benz Energy Experts“ vor. Weitere Informationen zum Netzwerk und den Vorteilen für Installateure finden Sie unter http://mercedes-benz-energy.com/experts";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155410326356670;other;NULL;other;330;5;25;84919
25749975|1531918221577765117;07.06.2017 12:35;"Roaring into the light. â­ï¸ Photo shot by @63666.
_______________________
Mercedes-AMG GT S - Fuel consumption combined 9.6 - 9.4 l/100 km | CO2 Emissions combined 224 - 219 g/km
.
#MercedesBenz #MercedesAMG #AMGð¥ #sunsetð #automotivedesign #AMGGTS #roarð¯ #mbfanphoto #mbcar";INSTAGRAM;image;https://www.instagram.com/p/BVCd4GOF0D9/;amg-gt coupé;NULL;AMG, amg-gt coupé, #mbfanphoto;140546;183;n/a;1799758
25749975|1531946196301820188;07.06.2017 13:30;"Mercedes-Benz increased its unit sales by a double-digit rate once again in May, selling 193,741 vehicles worldwide (+13.5%). Thanks to growth of 14.3%, a total of 934,965 cars with the three-pointed star were delivered to customers all over the world since the beginning of the year. This means that compared with the first five months of last year, over 100,000 more customers decided in favour of a Mercedes-Benz.

#MercedesBenz #Mercedes #Benz #TheBestOrNothing";INSTAGRAM;image;https://www.instagram.com/p/BVCkPLtlLEc/;c-class cabrio;NULL;c-class cabrio;134638;249;n/a;1729195
6604386669|10155410840481670;07.06.2017 17:00;"Fantastic motifs, surrealistic illustrations and retro lettering: The Catalan designer called Brusco fascinates with his individual design. The creative craftsman turns every object into a masterpiece – even a classic van.

Experience more Mercedes-Benz Vans: http://mb4.me/MercedesBenzVans";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155410840481670;transporter;NULL;transporter, classic;2938;13;45;486770
54502344|898543798548140032;18.08.2017 13:55;"Our wallpaper series keeps growing strong in Iceland.
Get yours here: https://t.co/iHJMShQuG3
?? Erik Degen… https://t.co/oFuhDv2qhH";TWITTER;NULL;https://t.co/iHJMShQuG3;GLC suv;#MBsocialcar;GLC suv;390;2;69;40808
25749975|1532059512177388126;07.06.2017 17:15;"Let it spread its wings and take it for a spin.
.
#MercedesBenz #Mercedes #MBcars #SLS #blackseries #24hAMG #greenhell #thering #ðð¨ #ð #ð";INSTAGRAM;image;https://www.instagram.com/p/BVC-AJWF2pe/;SLS AMG;NULL;SLS AMG, AMG;192118;357;n/a;2145757
25749975|1532200121471062025;07.06.2017 21:55;"If you love it, keep it clean!

Photo: @johannesgloeggler.de for MBsocialcar

#MercedesAMG #Mercedes #AMG #DrivingPerformance
[Mercedes-AMG SLC 43 | Fuel consumption combined: 8.4â8.1 l/100 km | Combined CO2 emissions: 189â183 g/km]";INSTAGRAM;image;https://www.instagram.com/p/BVDd-R9F9AJ/;SLC;#MBsocialcar;AMG, SLC;147518;223;n/a;1918649
54502344|898492222462668800;18.08.2017 10:30;Today we're celebrating the birthday of our brand ambassador  & olympic champion, @janfrodeno! More years of happin… https://t.co/yrtmdv1oth;TWITTER;NULL;https://t.co/yrtmdv1oth;friends;NULL;friends, Jan Frodeno;169;3;17;40635
54502344|898482165029236736;18.08.2017 09:50;"You're in charge today!
?? Steven Sampang #MBPhotopass #TGIF @MBUSA https://t.co/lVN2kI9zTy";TWITTER;photo;https://t.co/lVN2kI9zTy;passenger-cars;NULL;passenger-cars;723;8;137;51921
6604386669|10155410867856670;08.06.2017 01:00;"Go the extra mile on your desktop with one of our #MBsocialcar wallpapers. 

For example with the astonishing Mercedes-Benz E-Class Coupé: http://mb4.me/ECoupeWallpaper";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155410867856670;e-class coupé;#MBsocialcar;e-class coupé;7246;50;143;466678
25749975|1532323547892304212;08.06.2017 02:00;"Never forget where you come from... This beautiful Mercedes-AMG Classic graced the Green Hell for the 24h race.

#MercedesAMG #Mercedes #AMG #AMGclassic #DrivingPerformance #24hAMG #AMG50years #DreamCar #Luxury #Performance #Lifestyle #Cartastic #InstaCar #Red #Love #MBClassic";INSTAGRAM;image;https://www.instagram.com/p/BVD6CXxFklU/;classic;NULL;AMG, classic;108050;174;n/a;1657848
54502344|898440664710397952;18.08.2017 07:05;The Mercedes-Benz X-Class pushes the boundaries of the classic pickup. @Daimler_CV https://t.co/56yFhgPV3V;TWITTER;photo;https://t.co/56yFhgPV3V;x-class;NULL;X-Class;1054;28;311;85724
25749975|1532452051032164759;08.06.2017 06:15;"This reaction is everything! ð A few days ago @lorijay and her 4 brothers and sisters surprised their mom with her dream car as a gift for her graduation from law school - at 64 years young! She had stayed home with them when they were kids so now it's her turn they say. Such an amazing family! With @misterjayshb. Congratulations! ð
__________________
#MercedesBenz #mbfanphoto #â­ï¸ #dreamcar #lawschoolgraduate #lawschool #classof2017 #momsrule #nevertoolate #thatreaction";INSTAGRAM;video;https://www.instagram.com/p/BVEXQVpF0mX/;passenger-cars;NULL;passenger-cars;73890;541;n/a;1886224
